Customer Order,Path Size,Nodes Visited,Brute Force Score,Our Score
"['D', 'H', 'F', 'C', 'B', 'G', 'A', 'E']",94,"['D', 'E', 'C', 'E', 'C', 'E', 14, 'E', 'D', 1, 'D', 8, 'D', 8, 'D', 'E', 14, 'E', 'D', 8, 'D', 8, 'D', 'E', 14, 'F', 'B', 'F', 'H', 'F', 16, 22, 16, 'F', 14, 8, 14, 'E', 'D', 1, 2, 'A', 2, 'A', 2, 'A', 2, 8, 14, 'E', 14, 'F', 14, 8, 'D', 8, 'D', 8, 14, 20, 'H', 'F', 16, 22, 23, 29, 'N', 23, 'O', 'O', 29, 23, 'K', 18, 16, 'K', 23, 'O', 'O', 29, 'N', 28, 34, 29, 'Q', 'Q', 'Q', 'N', 'Q', 28, 34, 'J', 26, 'G']",-3,-62
"['A', 'F', 'H', 'B', 'D', 'I', 'E', 'G', 'C']",57,"['D', 'E', 'C', 'G', 'I', 26, 'G', 'I', 'C', 20, 'H', 'J', 26, 'G', 'C', 'E', 'D', 8, 'B', 'A', 4, 10, 4, 'P', 'M', 'P', 4, 'P', 6, 'M', 'K', 'M', 'K', 23, 'K', 'M', 'P', 4, 10, 4, 'A', 2, 'A', 4, 'A', 4, 10, 'B', 'A', 4, 10, 4, 'A', 'B', 'A', 'B', 'F']",1,-21
"['I', 'J', 'B', 'H', 'F', 'G', 'K', 'A', 'D', 'N', 'E', 'O', 'M', 'C']",122,"['D', 'E', 'D', 1, 2, 'A', 'B', 'A', 2, 8, 'B', 'A', 2, 1, 2, 1, 'D', 8, 'D', 8, 'B', 'F', 'B', 8, 2, 'A', 'B', 'F', 'H', 'J', 26, 'G', 'I', 'C', 20, 14, 20, 'H', 20, 'C', 20, 'H', 'F', 'H', 22, 23, 'O', 'O', 'K', 'M', 'P', 'M', 'P', 'M', 12, 10, 16, 22, 16, 10, 'M', 'K', 23, 'K', 18, 'M', 'P', 6, 4, 'P', 'M', 10, 'B', 'F', 14, 'E', 'C', 'E', 'C', 'E', 'D', 'E', 'C', 'G', 26, 'J', 28, 22, 'H', 20, 'H', 'J', 26, 'J', 26, 'G', 'I', 26, 'J', 'H', 'F', 14, 'E', 'D', 1, 2, 8, 'B', 'F', 'B', 10, 16, 10, 16, 22, 23, 22, 16, 'K', 23, 29, 'N']",21,-66
"['I', 'C', 'B', 'E', 'J', 'K', 'D', 'H', 'N', 'A', 'G', 'M', 'F']",346,"['D', 'E', 'C', 'E', 14, 'E', 14, 'E', 14, 'E', 'D', 'E', 'D', 'E', 14, 'F', 'B', 'F', 'H', 'F', 'B', 'A', 4, 'A', 4, 10, 'M', 'K', 23, 'O', 'O', 'O', 22, 16, 'K', 16, 22, 16, 22, 'H', 'J', 'H', 22, 'H', 'J', 33, 33, 26, 'J', 33, 28, 'J', 26, 'J', 26, 'J', 33, 'H', 'J', 33, 26, 'J', 'H', 'F', 'B', 'F', 16, 22, 28, 'J', 26, 'J', 26, 'G', 'I', 'I', 'I', 'C', 20, 26, 20, 'C', 'E', 'C', 20, 14, 8, 14, 20, 'H', 20, 'H', 'J', 'H', 'J', 'H', 'J', 33, 26, 32, 20, 'H', 20, 'H', 'J', 'H', 'J', 33, 33, 26, 20, 'H', 'F', 'H', 'F', 14, 20, 14, 'E', 14, 8, 'D', 8, 14, 20, 14, 8, 'B', 'F', 14, 'E', 'D', 8, 14, 8, 'B', 8, 'B', 'F', 14, 'E', 'D', 1, 2, 'A', 'B', 8, 14, 'E', 'C', 'E', 'C', 20, 'C', 20, 'H', 'F', 14, 8, 'B', 8, 'B', 10, 4, 'A', 2, 1, 2, 8, 'B', 'A', 2, 1, 2, 1, 'D', 1, 2, 8, 2, 1, 'D', 8, 'D', 'E', 'D', 8, 'D', 'E', 'D', 8, 'B', 8, 2, 1, 'D', 8, 2, 8, 2, 8, 'D', 1, 2, 'A', 2, 8, 14, 'E', 14, 'F', 'B', 8, 'D', 8, 'B', 10, 16, 'F', 14, 'F', 14, 'F', 16, 'K', 18, 23, 22, 'H', 22, 16, 22, 28, 34, 22, 'H', 'F', 'B', 'A', 4, 'A', 2, 1, 2, 8, 'D', 1, 'D', 8, 2, 'A', 'B', 'F', 'B', 'A', 'B', 10, 'B', 'F', 16, 'F', 'H', 'F', 14, 'E', 14, 'E', 'C', 'E', 14, 'E', 'D', 'E', 'C', 20, 'C', 'E', 'C', 'E', 'D', 1, 2, 'A', 2, 8, 2, 8, 14, 'F', 14, 20, 26, 'G', 'I', 'I', 'C', 'G', 26, 20, 14, 8, 14, 20, 'H', 22, 23, 'O', 22, 28, 'J', 26, 32, 20, 26, 'J', 28, 'J', 28, 34, 'J', 26, 32, 20, 14, 'F', 'H', 'J', 26, 'J', 'H', 'J', 33, 33, 33, 26, 32, 20, 26, 'J', 28, 22, 23, 29, 'Q', 'Q', 'N']",17,-294
"['A', 'B']",3,"[2, 'A', 'B']",-27,5
"['B', 'A', 'I', 'E', 'G', 'F', 'K', 'C', 'D', 'M', 'J', 'H']",108,"['D', 'E', 'C', 'E', 14, 'F', 'B', 'A', 'B', 10, 'B', 'A', 4, 'P', 'M', 'P', 4, 'A', 2, 1, 2, 8, 'B', 'F', 'H', 'J', 26, 'J', 'H', 20, 'H', 20, 14, 8, 14, 'E', 14, 'F', 14, 20, 'H', 'J', 28, 34, 22, 'H', 'J', 26, 'J', 'H', 'F', 16, 'K', 18, 'M', 'P', 6, 4, 10, 'M', 'P', 4, 'A', 2, 1, 'D', 8, 14, 20, 'H', 'J', 'H', 22, 23, 'K', 23, 29, 'N', 23, 'K', 18, 'M', 10, 'M', 12, 'P', 'M', 'P', 6, 4, 'A', 2, 1, 2, 1, 2, 1, 'D', 'E', 'C', 'G', 'C', 20, 'C', 20, 'C', 'G', 'I']",13,-60
['A'],12,"['D', 8, 'D', 1, 'D', 'E', 'D', 1, 'D', 8, 'B', 'A']",-31,-8
"['A', 'D', 'C', 'B']",25,"['D', 'E', 'C', 20, 'H', 'J', 26, 32, 'J', 26, 32, 20, 26, 'G', 26, 20, 14, 'E', 'C', 'E', 'D', 1, 2, 'A', 'B']",-19,-9
"['A', 'B']",7,"['D', 'E', 'D', 1, 2, 'A', 'B']",-27,1
"['B', 'C', 'A']",16,"[2, 'A', 'B', 'A', 2, 'A', 'B', 'F', 'H', 'J', 33, 33, 26, 32, 'G', 'C']",-23,-4
['A'],2,"[2, 'A']",-31,2
['A'],4,"['D', 1, 2, 'A']",-31,0
['A'],4,"['D', 8, 2, 'A']",-31,0
"['A', 'D', 'I', 'K', 'G', 'J', 'E', 'C', 'F', 'H', 'B']",189,"['D', 'E', 'C', 'G', 'C', 'E', 'D', 'E', 'D', 'E', 14, 'F', 'H', 'J', 'H', 'J', 'H', 'F', 'B', 'F', 14, 20, 14, 'E', 'D', 8, 14, 'F', 'B', 'A', 2, 8, 'D', 8, 14, 8, 'D', 1, 'D', 1, 'D', 8, 14, 8, 14, 20, 'C', 'E', 'C', 'E', 'D', 'E', 'C', 'E', 14, 8, 14, 20, 26, 'J', 'H', 'J', 33, 33, 26, 'J', 28, 29, 'N', 23, 'K', 16, 10, 'M', 'K', 16, 'F', 16, 'F', 16, 'K', 'M', 'K', 18, 18, 18, 'M', 10, 'M', 12, 12, 12, 10, 16, 22, 'H', 'F', 14, 'F', 'H', 'F', 14, 'E', 14, 8, 2, 1, 'D', 'E', 'D', 1, 2, 8, 'B', 'A', 2, 'A', 'B', 8, 14, 20, 26, 32, 20, 14, 'F', 16, 10, 'B', 'A', 4, 'P', 'M', 'K', 18, 16, 'K', 'M', 'P', 'M', 10, 4, 10, 16, 22, 16, 22, 28, 34, 22, 23, 'K', 16, 'K', 23, 'O', 'K', 'M', 'K', 'M', 10, 16, 'K', 16, 'K', 18, 18, 18, 'M', 12, 10, 'M', 10, 4, 10, 'M', 'K', 18, 16, 'F', 14, 20, 'C', 'E', 'C', 20, 'C', 'G', 'I']",9,-145
"['B', 'C', 'D', 'A', 'F', 'E']",59,"['D', 'E', 'D', 8, 'B', 'F', 14, 8, 'B', 'A', 4, 'P', 6, 6, 'M', 10, 'B', 'A', 4, 'A', 4, 10, 4, 10, 'M', 'P', 'M', 12, 'K', 'M', 'K', 23, 29, 23, 'O', 22, 28, 'J', 'H', 'F', 'B', 'A', 2, 'A', 'B', 'F', 16, 10, 'M', 'K', 16, 'F', 14, 20, 'H', 'J', 'H', 20, 'C']",-11,-35
"['D', 'E', 'C', 'A', 'F', 'B']",34,"['D', 'E', 'C', 'E', 'C', 20, 26, 32, 'G', 'C', 20, 14, 'F', 'B', 'F', 16, 'F', 'H', 'J', 'H', 'F', 'H', 20, 'C', 'G', 'I', 'C', 'E', 14, 'E', 14, 'F', 'B', 'A']",-11,-10
"['B', 'A', 'D', 'C', 'E']",50,"['D', 'E', 'C', 20, 'C', 'G', 'I', 'I', 'I', 'C', 'G', 26, 'G', 'C', 20, 'C', 'G', 26, 32, 20, 'H', 'J', 'H', 'J', 26, 'G', 'C', 20, 'C', 20, 'H', 20, 26, 32, 20, 'C', 'G', 'I', 26, 20, 26, 20, 26, 20, 'C', 20, 14, 8, 'B', 'A']",-15,-30
"['A', 'M', 'C', 'F', 'N', 'G', 'J', 'E', 'D', 'K', 'H', 'I', 'B']",145,"['D', 'E', 'C', 'E', 'C', 'G', 'I', 'I', 'C', 'G', 'C', 'E', 'D', 1, 2, 'A', 'B', 'A', 'B', 'A', 'B', 'F', 'B', 'F', 'H', 'F', 'H', 'J', 26, 20, 'C', 'G', 'C', 'E', 'D', 'E', 14, 'F', 'H', 20, 'H', 20, 'C', 'E', 'C', 20, 14, 8, 'D', 1, 'D', 8, 2, 'A', 2, 1, 'D', 1, 2, 1, 2, 8, 2, 8, 2, 1, 'D', 1, 2, 8, 14, 'E', 14, 'F', 'B', 'F', 'B', 'F', 14, 'E', 'C', 20, 26, 32, 32, 'J', 28, 34, 34, 34, 22, 16, 'F', 'B', 10, 'B', 8, 'B', 8, 'B', 'F', 14, 'E', 'C', 'G', 26, 'J', 33, 26, 20, 'H', 'F', 'H', 20, 'H', 'F', 'H', 'J', 26, 32, 20, 'H', 22, 16, 'F', 16, 'K', 'M', 10, 4, 10, 'M', 12, 12, 'K', 16, 'F', 16, 'F', 16, 'K', 23, 'O', 29, 'N']",17,-93
"['D', 'M', 'E', 'N', 'K', 'C', 'F', 'I', 'A', 'H', 'G', 'B', 'J']",75,"['D', 'E', 'D', 1, 2, 'A', 'B', 'A', 2, 'A', 'B', 'A', 'B', 'A', 'B', 'A', 4, 10, 'M', 'K', 16, 'K', 23, 'K', 'M', 10, 'B', 'F', 'H', 'J', 33, 'H', 20, 'C', 'E', 'C', 'G', 'C', 'E', 14, 'E', 'C', 20, 14, 20, 'H', 'F', 'H', 20, 'C', 'G', 'C', 'E', 'C', 'G', 'I', 26, 32, 'G', 'I', 'I', 'C', 'G', 'C', 'G', 'C', 'E', 14, 20, 'H', 22, 28, 29, 'Q', 'N']",17,-23
"['B', 'C', 'J', 'A', 'G', 'I', 'D', 'H', 'E', 'F']",153,"['D', 'E', 'D', 8, 'B', 'A', 'B', 'A', 'B', 'F', 'B', 'A', 'B', 'A', 2, 8, 2, 1, 'D', 8, 2, 8, 'D', 'E', 'D', 8, 'D', 8, 2, 8, 'B', 'F', 'B', 8, 2, 8, 'B', 'A', 4, 10, 16, 'K', 16, 'F', 'H', 'F', 16, 10, 16, 'F', 16, 22, 16, 'F', 'B', 'A', 4, 'A', 'B', 8, 14, 20, 'C', 'E', 14, 'E', 14, 'F', 14, 'F', 16, 'F', 'H', 'F', 14, 8, 2, 8, 14, 20, 14, 'F', 16, 22, 16, 'K', 16, 22, 23, 22, 16, 22, 'H', 'F', 14, 20, 26, 'J', 28, 22, 'H', 'F', 'H', 20, 'C', 'G', 'C', 20, 14, 8, 2, 1, 'D', 8, 'D', 8, 'D', 1, 2, 8, 'B', 'A', 4, 10, 'B', 'F', 'H', 22, 23, 'K', 'M', 'P', 4, 'A', 2, 1, 'D', 'E', 'D', 8, 14, 8, 2, 8, 'D', 'E', 'C', 'G', 'C', 20, 26, 'G', 'I']",5,-113
"['G', 'E', 'B', 'J', 'C', 'H', 'F', 'A', 'D', 'I']",131,"['D', 'E', 'D', 1, 2, 'A', 'B', 'F', 'H', 'F', 16, 'F', 'H', 'F', 'H', 'J', 'H', 22, 'H', 'J', 26, 'J', 'H', 22, 23, 29, 28, 34, 34, 29, 23, 'O', 29, 'N', 'Q', 'N', 'Q', 'Q', 'N', 'Q', 'Q', 'N', 'N', 'N', 28, 34, 29, 28, 34, 'J', 26, 'J', 'H', 'J', 28, 34, 34, 'J', 'H', 'F', 'B', 'A', 'B', 'A', 2, 1, 2, 'A', 4, 10, 'B', 10, 16, 'K', 'M', 'P', 4, 10, 'B', 'A', 'B', 'F', 14, 'E', 'D', 8, 'D', 'E', 'C', 'E', 14, 'F', 'B', 8, 'D', 'E', 14, 'E', 'D', 1, 'D', 1, 'D', 'E', 'D', 1, 2, 'A', 2, 1, 'D', 1, 2, 1, 2, 8, 14, 'F', 14, 'F', 14, 'E', 14, 'F', 'H', 20, 14, 20, 'C', 'G', 'I']",5,-91
"['A', 'B']",5,"['D', 1, 2, 'A', 'B']",-27,3
"['K', 'B', 'G', 'N', 'M', 'D', 'A', 'I', 'J', 'F', 'E', 'C', 'H']",67,"['D', 'E', 'C', 'E', 'D', 1, 'D', 1, 2, 'A', 'B', 'F', 'H', 'F', 14, 'E', 'C', 'G', 'I', 'C', 'G', 'C', 'E', 14, 'F', 'H', 'J', 33, 'H', 'J', 33, 28, 22, 16, 'K', 'M', 12, 'K', 16, 'F', 14, 20, 14, 'E', 14, 8, 'D', 8, 14, 'E', 'D', 'E', 'C', 20, 14, 20, 26, 'G', 26, 32, 'J', 28, 22, 28, 29, 'Q', 'N']",17,-15
"['D', 'F', 'G', 'C', 'H', 'B', 'I', 'A', 'E']",56,"['D', 'E', 'C', 'G', 'C', 'G', 'C', 'G', 'I', 'C', 'E', 'C', 'G', 'C', 'E', 'D', 1, 'D', 8, 'B', 'F', 'B', 'A', 4, 10, 'B', 10, 16, 10, 'M', 'P', 6, 4, 'P', 6, 6, 'M', 10, 16, 'K', 18, 16, 10, 4, 'A', 2, 1, 2, 8, 14, 20, 'C', 'G', 26, 'J', 'H']",1,-20
"['C', 'F', 'H', 'I', 'B', 'A', 'G', 'D', 'K', 'E', 'M', 'J']",97,"['D', 'E', 'C', 'E', 'C', 'E', 14, 'F', 'B', 'F', 'H', 'J', 28, 29, 'N', 'N', 'Q', 'Q', 'N', 28, 22, 23, 'O', 'O', 'K', 'M', 'K', 'M', 10, 16, 'F', 'H', 20, 'H', 22, 16, 22, 28, 22, 'H', 'J', 33, 'H', 22, 16, 'F', 'H', 20, 14, 8, 'D', 1, 'D', 8, 2, 'A', 4, 'A', 'B', 'F', 'H', 22, 23, 'K', 'M', 'P', 6, 6, 4, 'A', 'B', 8, 'D', 'E', 'C', 'G', 'C', 20, 'C', 20, 26, 'G', 'C', 20, 14, 'E', 14, 20, 'H', 20, 14, 20, 'C', 20, 26, 'G', 'I']",13,-49
"['B', 'A']",8,"['D', 8, 'B', 'F', 14, 8, 2, 'A']",-27,0
"['K', 'B', 'H', 'I', 'F', 'M', 'D', 'J', 'G', 'A', 'E', 'C']",79,"['D', 'E', 'D', 8, 'D', 8, 'D', 'E', 'D', 1, 'D', 'E', 'C', 'E', 14, 'F', 'B', 'A', 'B', 'A', 4, 10, 'B', 'F', 'B', 10, 'M', 'K', 18, 'M', 10, 4, 'P', 6, 6, 4, 'A', 4, 10, 'M', 12, 12, 12, 'P', 'M', 'K', 23, 'K', 23, 22, 'H', 'J', 28, 34, 29, 23, 'O', 'O', 22, 28, 29, 28, 22, 23, 29, 23, 'O', 29, 28, 'J', 26, 'G', 'C', 20, 26, 20, 26, 'G', 'I']",13,-31
"['C', 'E', 'A', 'I', 'F', 'B', 'G', 'D', 'H']",310,"['D', 'E', 'D', 8, 'D', 1, 'D', 'E', 'C', 'E', 'D', 8, 'B', 'A', 4, 10, 4, 'A', 4, 'A', 2, 8, 'D', 'E', 'D', 1, 'D', 1, 'D', 'E', 14, 'E', 14, 'E', 'D', 1, 2, 8, 14, 'F', 'H', 20, 'H', 22, 16, 'F', 14, 8, 'D', 8, 14, 20, 14, 'F', 14, 8, 'B', 10, 'B', 8, 'B', 10, 'M', 12, 12, 10, 'M', 10, 16, 'K', 'M', 12, 'K', 'M', 10, 'B', 'A', 2, 'A', 2, 8, 'B', 'A', 'B', 8, 14, 'E', 'D', 1, 2, 'A', 'B', 'F', 'B', 'F', 14, 'E', 'C', 'E', 'D', 8, 14, 20, 'H', 'J', 26, 'J', 'H', 22, 'H', 'F', 14, 'E', 'D', 'E', 14, 'E', 'C', 'G', 'C', 'E', 'C', 20, 'C', 20, 'H', 'J', 26, 'J', 33, 26, 20, 14, 20, 'H', 20, 'C', 'E', 14, 'E', 14, 'E', 'D', 'E', 'D', 1, 'D', 8, 14, 'E', 14, 8, 14, 'E', 14, 'E', 14, 'E', 'D', 8, 'B', 10, 4, 'A', 4, 'P', 'M', 'K', 'M', 'K', 18, 16, 'K', 16, 'K', 'M', 10, 16, 22, 28, 34, 29, 28, 22, 16, 'F', 'B', 10, 4, 'P', 4, 'P', 'M', 'P', 'M', 12, 'P', 6, 4, 10, 'B', 10, 'B', 'F', 14, 'E', 'C', 'E', 14, 8, 14, 'F', 'H', 20, 'H', 20, 26, 32, 32, 20, 'C', 20, 'H', 'F', 16, 'F', 14, 20, 'C', 'E', 14, 'F', 14, 'F', 'H', 'J', 33, 33, 'H', 'F', 16, 22, 28, 22, 23, 22, 28, 'J', 'H', 22, 'H', 'F', 16, 'F', 'H', 22, 16, 10, 16, 10, 'M', 'K', 23, 'K', 16, 'F', 14, 20, 'H', 20, 26, 20, 'C', 'E', 'C', 20, 26, 32, 32, 32, 'J', 26, 20, 26, 20, 26, 32, 32, 32, 32, 'J', 28, 'J', 'H', 20, 14, 8, 14, 8, 'D', 1, 'D', 'E', 'C', 20, 'C', 'E', 'C', 'G', 'I']",1,-274
"['C', 'B', 'D', 'E', 'A']",12,"['D', 'E', 'D', 'E', 'C', 'E', 'C', 20, 14, 8, 'B', 'A']",-15,8
"['H', 'A', 'I', 'N', 'K', 'M', 'J', 'E', 'O', 'C', 'D', 'P', 'G', 'B', 'F']",788,"['D', 'E', 'C', 'E', 14, 'E', 'D', 8, 'B', 'A', 'B', 'F', 'B', 10, 'B', 8, 2, 'A', 2, 1, 2, 1, 2, 1, 'D', 'E', 'C', 'E', 14, 8, 'B', 8, 'D', 8, 2, 1, 2, 8, 'D', 8, 2, 'A', 2, 'A', 4, 'P', 'M', 'K', 23, 'K', 16, 'K', 18, 'M', 12, 12, 10, 'M', 'P', 6, 4, 'A', 2, 1, 'D', 1, 2, 1, 'D', 'E', 'D', 1, 2, 'A', 4, 10, 'B', 10, 4, 10, 4, 10, 16, 'K', 18, 23, 'O', 29, 'N', 'N', 23, 29, 'Q', 'N', 28, 'J', 'H', 'F', 'H', 'F', 'H', 'F', 'H', 22, 16, 'K', 'M', 'K', 23, 'K', 16, 'K', 'M', 10, 4, 'P', 'M', 12, 'P', 4, 'A', 'B', 8, 'B', 'F', 'B', 'F', 16, 22, 23, 'K', 18, 23, 29, 'N', 28, 34, 34, 29, 'Q', 'N', 23, 29, 23, 29, 'N', 'Q', 28, 34, 29, 'N', 'Q', 'Q', 'Q', 'N', 'N', 'Q', 'Q', 28, 22, 23, 'O', 29, 'N', 'Q', 28, 22, 23, 29, 23, 'K', 'M', 'K', 16, 22, 'H', 20, 'H', 'F', 'B', 'A', 'B', 'A', 2, 1, 'D', 1, 2, 8, 'B', 'A', 'B', 10, 'B', 8, 'B', 10, 4, 'P', 'M', 'K', 18, 16, 'F', 16, 'F', 'H', 20, 14, 8, 'B', 'A', 4, 'P', 'M', 12, 12, 12, 12, 12, 12, 'P', 'M', 10, 'B', 'A', 4, 'A', 2, 1, 'D', 1, 'D', 1, 2, 8, 'D', 'E', 'C', 'G', 'C', 'E', 14, 'F', 16, 22, 'H', 22, 28, 'J', 28, 'J', 33, 33, 26, 20, 'C', 'E', 'C', 20, 14, 20, 'H', 'J', 26, 32, 'J', 'H', 'J', 33, 'H', 'J', 28, 22, 16, 22, 'H', 'F', 'H', 20, 26, 32, 20, 14, 20, 14, 'F', 'H', 'J', 33, 28, 34, 22, 28, 34, 29, 'N', 'Q', 28, 29, 'Q', 23, 'O', 'O', 29, 'Q', 'Q', 28, 29, 'Q', 23, 'K', 16, 'K', 'M', 10, 'B', 10, 'M', 12, 10, 'B', 10, 4, 'A', 'B', 8, 'D', 'E', 'C', 'E', 'D', 'E', 'C', 'E', 14, 20, 14, 'F', 14, 'F', 'B', 'F', 'H', 20, 26, 32, 32, 'G', 'C', 'E', 14, 20, 26, 32, 'J', 26, 20, 'C', 20, 'H', 'F', 16, 'K', 18, 18, 'M', 12, 'K', 'M', 12, 'P', 4, 'A', 'B', 'F', 14, 8, 'B', 'F', 14, 8, 'B', 8, 'D', 8, 'B', 'F', 'H', 22, 'H', 20, 14, 'F', 'H', 'J', 33, 28, 'J', 33, 'H', 'F', 'H', 'F', 16, 'K', 18, 16, 'K', 23, 'K', 18, 'M', 'K', 18, 'M', 12, 'P', 4, 'P', 'M', 10, 'M', 'K', 'M', 12, 10, 16, 'F', 16, 10, 16, 10, 4, 10, 16, 'K', 'M', 'P', 'M', 'P', 6, 6, 6, 'M', 10, 16, 'K', 'M', 'K', 23, 'K', 16, 22, 28, 34, 29, 'Q', 23, 22, 16, 'K', 23, 'O', 'O', 'O', 'K', 18, 'M', 12, 12, 'K', 18, 23, 'O', 'K', 16, 22, 'H', 'J', 33, 28, 22, 28, 22, 16, 'K', 18, 23, 22, 16, 22, 28, 34, 34, 'J', 33, 'H', 'J', 'H', 'J', 'H', 20, 26, 'G', 'C', 'E', 14, 8, 14, 20, 26, 32, 32, 'J', 'H', 20, 14, 8, 'B', 'F', 'H', 22, 23, 'O', 22, 'H', 'F', 'B', 10, 'M', 10, 16, 10, 16, 'K', 18, 'M', 'P', 6, 'M', 'K', 'M', 10, 4, 'P', 'M', 'P', 4, 'A', 'B', 8, 'D', 'E', 14, 8, 14, 20, 26, 'J', 28, 34, 34, 'J', 33, 28, 'J', 'H', 'J', 33, 'H', 'J', 'H', 20, 14, 'E', 'C', 'E', 14, 8, 14, 8, 2, 8, 'D', 'E', 'C', 20, 14, 8, 'B', 'A', 'B', 8, 2, 'A', 'B', 'A', 'B', 10, 'B', 8, 'B', 8, 'B', 8, 'B', 8, 'B', 8, 2, 'A', 'B', 'F', 14, 'F', 'H', 'J', 33, 26, 20, 'H', 'F', 'B', 8, 'B', 'A', 4, 10, 16, 10, 16, 'F', 14, 'F', 16, 10, 'M', 10, 4, 'P', 6, 4, 'P', 4, 'A', 'B', 'F', 'B', 'A', 2, 1, 'D', 'E', 'C', 20, 14, 8, 'D', 8, 14, 'F', 14, 'F', 'H', 22, 'H', 22, 16, 'K', 23, 'K', 23, 22, 16, 10, 'B', 8, 2, 8, 2, 1, 'D', 'E', 'C', 'G', 'C', 'G', 'C', 20, 'H', 22, 16, 22, 16, 10, 'M', 10, 'B', 8, 2, 8, 'B', 10, 'M', 12, 'P', 'M', 'K', 'M', 'K', 23, 29, 28, 29, 'N', 'N', 23, 29, 23, 'K', 18, 23, 'K', 23, 22, 'H', 'J', 26, 'G', 'C', 'E', 'D', 8, 2, 8, 2, 'A', 4, 10, 'B', 8, 'B', 8, 2, 'A', 2, 8, 14, 20, 'H', 22, 16, 22, 23, 'K', 16, 10, 4, 'A', 4, 10, 'B', 'F', 16, 'K', 18, 18, 23, 'O', 29, 28, 'J', 'H', 'J', 'H', 'J', 'H', 20, 26, 'G', 'C', 20, 26, 32, 32, 'G', 'I']",25,-728
"['B', 'A']",45,"['D', 1, 'D', 8, 'D', 'E', 'C', 'E', 14, 20, 14, 'F', 'B', 'F', 'B', 'F', 'H', 'J', 28, 'J', 26, 'G', 'C', 20, 14, 20, 'H', 22, 28, 'J', 'H', 22, 28, 22, 28, 'J', 33, 26, 'J', 26, 20, 14, 8, 2, 'A']",-27,-37
"['N', 'A', 'M', 'E', 'F', 'P', 'H', 'K', 'G', 'D', 'I', 'B', 'C', 'J', 'O']",166,"['D', 'E', 'C', 'E', 'D', 'E', 'D', 1, 2, 'A', 'B', 'A', 2, 8, 2, 'A', 2, 'A', 4, 'A', 4, 'A', 'B', 'A', 'B', 'F', 'H', 'J', 33, 26, 'G', 'I', 'C', 'G', 'I', 'I', 'I', 'C', 'E', 'C', 'E', 'C', 20, 'C', 'E', 'D', 8, 'B', 'A', 'B', 8, 14, 20, 26, 20, 26, 'J', 26, 'G', 'I', 26, 'G', 'C', 20, 'H', 'F', 14, 8, 'D', 8, 14, 'E', 'C', 20, 26, 32, 32, 32, 'J', 28, 'J', 26, 'J', 26, 32, 'J', 'H', 20, 26, 'G', 26, 'G', 'C', 20, 14, 8, 'B', 10, 'B', 'A', 4, 'A', 2, 'A', 2, 8, 'D', 'E', 'C', 20, 'H', 'J', 33, 33, 28, 22, 23, 'O', 'K', 'M', 'K', 'M', 'P', 4, 'P', 4, 10, 'B', 'A', 'B', 'A', 'B', 8, 'D', 'E', 'D', 'E', 'C', 'E', 'D', 1, 2, 1, 'D', 1, 'D', 1, 'D', 8, 'B', 'A', 4, 'P', 6, 6, 4, 10, 'M', 'K', 'M', 12, 'K', 18, 23, 29, 'N']",25,-106
"['B', 'A']",70,"['D', 'E', 14, 'F', 'H', 'F', 'B', 'F', 14, 'E', 14, 'F', 'B', 'F', 16, 'K', 23, 'O', 'O', 22, 23, 29, 'Q', 'Q', 28, 'J', 28, 22, 23, 29, 28, 29, 23, 29, 23, 'O', 29, 'N', 23, 29, 28, 29, 'Q', 28, 22, 28, 29, 23, 22, 'H', 'J', 33, 28, 29, 'Q', 28, 34, 29, 'N', 'Q', 28, 22, 28, 22, 23, 22, 'H', 'F', 'B', 'A']",-27,-62
"['C', 'G', 'F', 'M', 'N', 'J', 'D', 'B', 'O', 'A', 'H', 'I', 'K', 'E']",70,"['D', 'E', 'C', 'G', 'C', 'E', 'D', 'E', 'D', 1, 2, 'A', 'B', 'F', 'H', 'J', 26, 20, 'C', 'G', 'I', 'C', 'G', 26, 'J', 28, 22, 16, 'K', 'M', 10, 'M', 12, 'P', 6, 6, 'M', 'P', 6, 'M', 12, 'K', 'M', 12, 10, 'B', 'F', 16, 'F', 'H', 22, 23, 'O', 22, 28, 'J', 'H', 20, 'C', 20, 26, 32, 'J', 26, 32, 'J', 33, 28, 29, 'N']",21,-14
['A'],6,"['D', 'E', 14, 8, 2, 'A']",-31,-2
"['F', 'A', 'D', 'C', 'E', 'J', 'G', 'H', 'M', 'B', 'K', 'I']",86,"['D', 'E', 'C', 'G', 'I', 'C', 20, 'C', 20, 'C', 20, 'C', 'E', 'D', 8, 'D', 'E', 'C', 20, 'C', 20, 'C', 20, 'C', 'E', 14, 'E', 'D', 8, 'B', 'F', 'B', 'F', 'B', 'A', 'B', 'F', 'H', 'F', 'H', 'F', 16, 'K', 'M', 'K', 'M', 'P', 4, 'A', 'B', 10, 4, 10, 'M', 'P', 4, 'P', 4, 10, 4, 'P', 4, 'A', 'B', 10, 'M', 'K', 18, 'M', 12, 'P', 'M', 'P', 'M', 10, 'M', 'P', 'M', 'K', 16, 'K', 23, 'O', 29, 28, 'J']",13,-38
