Customer Order,Path Size,Nodes Visited,Brute Force Score,Our Score
"['A', 'C', 'D', 'E', 'B']",82,"['D', 'E', 'D', 1, 2, 'A', 'B', 'A', 'B', 8, 'B', 'F', 'B', 10, 4, 'A', 'B', 'A', 'B', 'A', 2, 'A', 4, 10, 16, 'K', 18, 16, 'K', 'M', 10, 16, 10, 16, 10, 4, 'P', 4, 10, 4, 'P', 6, 'M', 'K', 'M', 'K', 23, 'K', 23, 'K', 18, 18, 18, 16, 10, 16, 'F', 14, 'F', 'B', 8, 2, 8, 'D', 8, 'B', 8, 'D', 8, 2, 8, 'D', 1, 2, 1, 'D', 8, 2, 8, 14, 20, 'C']",-15,-62
"['J', 'B', 'G', 'A', 'D', 'E', 'F', 'C', 'I', 'K', 'H']",193,"['D', 'E', 'D', 1, 'D', 8, 'D', 1, 'D', 8, 'D', 1, 2, 'A', 'B', 'A', 'B', 'F', 'H', 'F', 'H', 'F', 'B', 'A', 2, 1, 2, 'A', 2, 1, 'D', 1, 'D', 'E', 'C', 'E', 'C', 'E', 'D', 'E', 'D', 1, 2, 1, 2, 1, 'D', 1, 2, 'A', 2, 'A', 4, 10, 'B', 10, 16, 'K', 18, 23, 'K', 16, 10, 'B', 10, 'B', 8, 2, 'A', 'B', 10, 4, 10, 'M', 'K', 18, 16, 'K', 23, 'O', 22, 16, 22, 23, 29, 'Q', 'N', 23, 22, 16, 'F', 'H', 'F', 14, 'E', 14, 20, 'C', 'G', 'I', 26, 'G', 'C', 20, 'C', 'G', 'C', 'G', 'I', 'C', 20, 'C', 20, 14, 8, 'B', 'A', 'B', 'F', 'B', 'A', 2, 'A', 2, 1, 'D', 1, 'D', 1, 'D', 8, 14, 'E', 'C', 20, 'C', 'E', 'D', 'E', 'C', 'E', 'C', 'E', 14, 'F', 16, 10, 16, 'K', 23, 29, 'N', 'N', 23, 'K', 23, 'K', 16, 'F', 'B', 'A', 'B', 'F', 14, 'F', 'B', 'A', 'B', 8, 'D', 8, 'D', 1, 2, 1, 2, 'A', 4, 10, 'B', 'F', 16, 22, 23, 'O', 22, 16, 'K', 18, 23, 22, 'H', 'J']",9,-149
"['D', 'A', 'C', 'B']",16,"['D', 'E', 'C', 'E', 'C', 20, 'C', 'E', 'D', 'E', 'D', 8, 'D', 8, 'B', 'A']",-19,0
"['B', 'E', 'G', 'C', 'D', 'A', 'F']",145,"['D', 'E', 'C', 'E', 14, 'F', 'B', 'F', 14, 'F', 14, 'F', 14, 'F', 'H', 20, 14, 'E', 'D', 1, 2, 'A', 2, 8, 'D', 8, 2, 'A', 4, 10, 'M', 12, 'K', 23, 'K', 'M', 'P', 'M', 12, 'P', 6, 6, 6, 'M', 10, 16, 10, 'M', 12, 'K', 'M', 'K', 18, 16, 'F', 16, 'F', 'H', 22, 'H', 20, 26, 'J', 26, 'J', 28, 34, 29, 28, 29, 28, 'J', 33, 'H', 'F', 'H', 'F', 14, 'F', 'H', 22, 16, 22, 28, 22, 23, 'K', 23, 22, 28, 29, 'Q', 23, 'O', 22, 'H', 'F', 'H', 'F', 14, 'E', 'C', 'E', 'D', 8, 'D', 8, 'D', 'E', 14, 'E', 'D', 1, 'D', 8, 2, 8, 14, 'E', 14, 8, 'B', 8, 2, 8, 14, 'F', 'H', 'F', 14, 20, 14, 20, 'C', 'E', 'C', 'E', 14, 8, 14, 'E', 'D', 'E', 'C', 'G']",-7,-117
"['A', 'J', 'K', 'H', 'C', 'N', 'P', 'O', 'E', 'F', 'B', 'G', 'I', 'M', 'D']",223,"['D', 'E', 'C', 'E', 'D', 'E', 'D', 1, 2, 'A', 'B', 'A', 'B', 'A', 2, 1, 2, 8, 'D', 8, 14, 'E', 'C', 'E', 'C', 'E', 14, 'F', 'B', 10, 'M', 'K', 16, 22, 'H', 'J', 26, 'J', 'H', 22, 'H', 22, 28, 'J', 'H', 'F', 'H', 20, 'C', 'E', 'C', 'G', 'C', 'G', 'I', 'I', 'C', 'G', 'I', 'I', 'I', 'C', 'E', 14, 20, 14, 'F', 'B', 'A', 2, 8, 2, 8, 'B', 'A', 'B', 10, 4, 'A', 'B', 'F', 'B', 'A', 4, 'P', 'M', 10, 16, 'F', 'H', 20, 14, 8, 14, 20, 'C', 20, 'H', 22, 'H', 'J', 33, 'H', 'J', 26, 'J', 26, 32, 'J', 28, 22, 'H', 'F', 'B', 10, 4, 'P', 'M', 10, 16, 22, 'H', 'F', 'B', 10, 'B', 'A', 4, 10, 16, 'K', 16, 'F', 16, 'K', 'M', 'P', 4, 'A', 4, 10, 'B', 'A', 'B', 'F', 16, 'K', 18, 'M', 'K', 16, 22, 'H', 22, 16, 'K', 16, 10, 'M', 'K', 18, 'M', 12, 12, 10, 16, 10, 'B', 8, 'B', 'A', 'B', 10, 4, 'P', 'M', 10, 'M', 'P', 6, 4, 10, 4, 'A', 2, 'A', 2, 'A', 4, 'P', 6, 6, 'M', 12, 12, 10, 'M', 12, 12, 'P', 'M', 'K', 23, 'O', 'K', 'M', 12, 'P', 6, 4, 10, 'M', 'P', 4, 'A', 'B', 'F', 16, 'K', 18, 23, 29, 'N']",25,-163
"['B', 'A', 'C']",11,"[2, 'A', 'B', 10, 4, 10, 'B', 'F', 14, 'E', 'C']",-23,1
"['B', 'F', 'D', 'E', 'C', 'A']",36,"['D', 'E', 'C', 'E', 'D', 8, 'D', 8, 'D', 'E', 14, 'E', 'D', 8, 'B', 'A', 2, 8, 14, 'E', 'D', 8, 2, 'A', 2, 8, 'D', 8, 'D', 1, 'D', 8, 2, 8, 'B', 'F']",-11,-12
"['B', 'D', 'J', 'C', 'G', 'A', 'M', 'H', 'N', 'E', 'F', 'K', 'I']",162,"['D', 'E', 'C', 'E', 'C', 'G', 'I', 26, 'J', 'H', 'J', 28, 'J', 26, 32, 'J', 28, 22, 'H', 'F', 'B', 'F', 'H', 'F', 'H', 'J', 'H', 'J', 33, 28, 34, 34, 22, 28, 34, 'J', 33, 26, 32, 32, 32, 20, 'H', 20, 'H', 'F', 'B', 'F', 16, 'F', 14, 20, 'H', 'J', 'H', 20, 'H', 20, 'C', 'G', 'C', 'G', 'C', 20, 'H', 'F', 'H', 'J', 28, 22, 16, 'K', 'M', 'P', 4, 'P', 6, 6, 'M', 'P', 4, 'P', 6, 4, 'P', 'M', 'K', 18, 16, 22, 28, 29, 'Q', 'Q', 'N', 28, 29, 'Q', 28, 29, 28, 'J', 28, 22, 23, 'O', 22, 28, 34, 'J', 26, 'G', 26, 'G', 'I', 'I', 26, 'J', 33, 33, 28, 29, 'N', 'Q', 23, 22, 28, 22, 23, 22, 28, 34, 34, 22, 28, 29, 'N', 'Q', 'Q', 28, 'J', 33, 33, 26, 32, 'G', 26, 'J', 33, 33, 28, 22, 'H', 20, 'H', 22, 16, 22, 16, 'F', 'B', 'A']",17,-110
['A'],4,"['D', 8, 'B', 'A']",-31,0
"['B', 'C', 'D', 'A']",76,"['D', 8, 'D', 1, 2, 'A', 'B', 'F', 16, 'F', 'B', 10, 'M', 'P', 6, 6, 'M', 12, 12, 12, 'P', 6, 4, 'P', 6, 'M', 'P', 4, 'A', 'B', 8, 'B', 8, 'B', 'A', 2, 1, 'D', 8, 2, 'A', 4, 'P', 'M', 'P', 'M', 'K', 16, 10, 4, 'P', 6, 'M', 12, 'P', 'M', 10, 4, 'P', 4, 'A', 2, 8, 2, 8, 'B', 8, 'D', 1, 2, 'A', 'B', 'F', 14, 'E', 'C']",-19,-60
"['D', 'G', 'C', 'E', 'H', 'A', 'F', 'B']",36,"['D', 'E', 'C', 'G', 26, 20, 'C', 'G', 'I', 26, 20, 'C', 20, 'C', 20, 'C', 'E', 'D', 8, 'B', 'F', 'B', 'A', 4, 10, 4, 10, 4, 'A', 2, 8, 'D', 8, 14, 'F', 'H']",-3,-4
"['B', 'A', 'H', 'C', 'E', 'G', 'F', 'D']",38,"['D', 'E', 'D', 'E', 'D', 8, 'D', 1, 2, 'A', 'B', 'F', 'B', 'F', 'H', 'F', 14, 20, 'H', 'J', 28, 29, 28, 34, 34, 34, 'J', 33, 26, 'J', 28, 'J', 33, 33, 26, 'G', 'I', 'C']",-3,-6
"['B', 'G', 'D', 'E', 'A', 'C', 'F', 'H']",43,"['D', 'E', 'D', 'E', 'D', 1, 2, 'A', 'B', 'A', 2, 8, 2, 8, 'D', 1, 2, 'A', 2, 1, 2, 'A', 2, 'A', 4, 'P', 6, 4, 10, 4, 10, 'B', 'F', 'H', 20, 'H', 20, 'H', 'F', 'H', 20, 'C', 'G']",-3,-11
"['A', 'K', 'E', 'M', 'J', 'G', 'C', 'I', 'H', 'F', 'B', 'D']",182,"['D', 'E', 'D', 1, 'D', 1, 'D', 1, 'D', 1, 2, 'A', 'B', 'A', 'B', 'A', 4, 10, 'M', 'K', 18, 23, 'K', 16, 'K', 23, 29, 'N', 'Q', 28, 'J', 'H', 'J', 33, 28, 34, 22, 28, 'J', 28, 34, 34, 34, 'J', 'H', 'J', 28, 29, 'Q', 28, 34, 'J', 'H', 'F', 14, 20, 'H', 22, 23, 'K', 16, 'K', 'M', 12, 12, 12, 'P', 'M', 10, 'B', 'F', 16, 10, 'B', 'F', 'H', 22, 28, 22, 16, 10, 4, 'P', 'M', 10, 'M', 'K', 'M', 'K', 18, 16, 10, 'B', 8, 2, 'A', 2, 8, 2, 1, 'D', 'E', 'C', 'G', 'C', 'G', 'C', 20, 'C', 20, 'H', 20, 26, 'G', 'C', 'E', 'C', 'E', 'C', 20, 'C', 20, 'H', 22, 28, 22, 'H', 'F', 16, 22, 16, 22, 28, 22, 'H', 20, 'C', 'G', 'C', 20, 'H', 'J', 28, 22, 16, 10, 4, 10, 'M', 'P', 6, 4, 'P', 4, 'P', 6, 6, 'M', 12, 'P', 6, 'M', 'K', 23, 'K', 'M', 10, 16, 'F', 14, 20, 14, 'E', 14, 'E', 'C', 'E', 'C', 'G', 'C', 'G', 'I']",13,-134
"['K', 'E', 'B', 'G', 'D', 'H', 'J', 'I', 'F', 'A', 'C', 'M']",42,"['D', 'E', 'D', 'E', 'C', 'G', 'I', 'I', 'C', 'G', 'I', 'C', 'E', 14, 'F', 'B', 'F', 'H', 'F', 'B', 'F', 14, 8, 14, 'F', 'B', 'F', 'B', 'A', 'B', 10, 'M', 'P', 6, 6, 'M', 'K', 23, 29, 'N', 28, 'J']",13,6
"['A', 'D', 'C', 'B']",13,"['D', 1, 2, 'A', 'B', 'A', 2, 8, 14, 20, 'H', 20, 'C']",-19,3
"['G', 'B', 'F', 'E', 'D', 'A', 'C']",47,"['D', 'E', 'D', 'E', 'C', 'E', 'D', 8, 'D', 8, 'D', 8, 'B', 'F', 14, 8, 2, 'A', 4, 'A', 4, 'P', 6, 'M', 10, 'M', 12, 12, 'K', 23, 22, 'H', 22, 'H', 'F', 'B', 10, 16, 22, 23, 22, 'H', 'F', 14, 'E', 'C', 'G']",-7,-19
"['A', 'D', 'C', 'B']",13,"['D', 'E', 'D', 'E', 'C', 20, 'C', 'E', 'D', 1, 2, 'A', 'B']",-19,3
"['D', 'A', 'C', 'E', 'G', 'I', 'H', 'B', 'J', 'F']",190,"['D', 'E', 'C', 'E', 'D', 1, 2, 'A', 'B', 'F', 'B', 10, 4, 'A', 4, 10, 'M', 12, 12, 10, 'M', 10, 'M', 'P', 4, 'A', 4, 'A', 'B', 8, 2, 'A', 'B', 'A', 2, 1, 2, 'A', 4, 'P', 'M', 12, 10, 'M', 'P', 4, 'A', 4, 10, 4, 10, 'B', 'A', 'B', 10, 16, 'K', 23, 'K', 16, 22, 'H', 'F', 'H', 'J', 33, 28, 29, 'N', 23, 22, 'H', 'J', 33, 'H', 22, 23, 29, 28, 34, 34, 34, 'J', 33, 26, 'J', 33, 33, 28, 29, 28, 29, 23, 'K', 23, 22, 16, 10, 'M', 'K', 23, 22, 28, 34, 22, 16, 'F', 'H', 20, 'C', 'E', 'C', 'E', 'D', 8, 'B', 10, 'B', 8, 'D', 8, 'D', 1, 'D', 'E', 'D', 1, 2, 8, 14, 8, 'D', 1, 'D', 8, 'D', 8, 14, 8, 2, 1, 'D', 'E', 14, 'E', 'C', 'E', 14, 20, 'C', 'E', 14, 8, 'D', 'E', 'D', 1, 2, 8, 14, 8, 2, 8, 'D', 1, 'D', 1, 2, 1, 'D', 8, 14, 20, 'C', 'E', 'D', 8, 'B', 8, 'B', 8, 14, 20, 14, 20, 14, 20, 26, 'G', 'I']",5,-150
"['C', 'B', 'A', 'D']",59,"['D', 1, 2, 'A', 'B', 10, 16, 22, 23, 29, 23, 'O', 29, 'Q', 23, 'K', 16, 22, 16, 'K', 23, 'O', 'O', 'O', 'O', 'K', 16, 22, 16, 'F', 'B', 'F', 'B', 'A', 2, 'A', 4, 'P', 'M', 'K', 18, 16, 10, 16, 'K', 16, 10, 'M', 'K', 16, 22, 16, 'F', 'H', 'J', 33, 'H', 20, 'C']",-19,-43
"['D', 'C', 'I', 'K', 'N', 'O', 'E', 'G', 'J', 'F', 'A', 'B', 'M', 'H']",65,"['D', 'E', 'C', 'G', 'I', 26, 'J', 'H', 'F', 'B', 'A', 2, 8, 'D', 1, 2, 'A', 2, 1, 'D', 1, 'D', 1, 'D', 1, 'D', 8, 'D', 8, 14, 8, 2, 'A', 4, 'P', 'M', 'P', 6, 'M', 'P', 4, 'A', 'B', 8, 2, 8, 'B', 8, 14, 'E', 'C', 'E', 'C', 'G', 'C', 20, 26, 'J', 28, 29, 'N', 'N', 23, 'O', 'K']",21,-9
"['B', 'M', 'K', 'F', 'I', 'P', 'C', 'E', 'J', 'G', 'D', 'N', 'H', 'A', 'O']",108,"['D', 'E', 'C', 'G', 'C', 20, 'C', 'E', 14, 'F', 'B', 'A', 'B', 8, 'D', 1, 'D', 8, 'B', 8, 2, 1, 'D', 'E', 'D', 'E', 14, 20, 'H', 'F', 'H', 'J', 26, 'J', 33, 'H', 'J', 33, 26, 32, 20, 'C', 'E', 14, 'F', 16, 'K', 'M', 'K', 'M', 'P', 'M', 'K', 23, 'O', 'O', 'K', 16, 'K', 16, 'K', 23, 29, 'N', 'Q', 23, 'K', 16, 'K', 18, 23, 'K', 23, 22, 28, 34, 34, 22, 'H', 20, 26, 'G', 'C', 20, 26, 32, 32, 32, 20, 'C', 'E', 14, 'E', 'C', 'E', 14, 20, 26, 'J', 'H', 'J', 'H', 22, 'H', 'J', 26, 'G', 'I']",25,-48
"['K', 'I', 'E', 'F', 'G', 'C', 'A', 'D', 'H', 'N', 'B', 'J', 'M']",168,"['D', 'E', 'C', 'G', 'I', 'I', 'C', 'G', 'I', 26, 'G', 'I', 'C', 'G', 'I', 'C', 'E', 'D', 1, 'D', 8, 'D', 8, 'B', 'A', 2, 'A', 'B', 'A', 2, 8, 'D', 'E', 'D', 'E', 14, 'E', 'C', 20, 'C', 20, 'H', 'F', 14, 'E', 'D', 1, 'D', 'E', 'D', 1, 'D', 8, 14, 20, 'C', 'G', 26, 'J', 'H', 'F', 14, 'E', 'C', 20, 14, 8, 2, 'A', 4, 'P', 'M', 'P', 'M', 'P', 6, 6, 'M', 'P', 4, 10, 'M', 'P', 4, 'A', 4, 10, 'M', 'P', 6, 4, 10, 16, 'F', 'B', 'A', 4, 10, 4, 'A', 'B', 8, 'D', 8, 2, 'A', 4, 'P', 4, 'A', 4, 'P', 6, 6, 6, 'M', 'P', 6, 'M', 'K', 23, 'K', 18, 23, 22, 'H', 22, 16, 'F', 'H', 'F', 'B', 8, 14, 20, 'H', 'J', 'H', 20, 14, 8, 'B', 'F', 'H', 'F', 16, 'K', 18, 'M', 12, 12, 'K', 16, 10, 'M', 12, 'K', 18, 'M', 'P', 6, 'M', 'K', 23, 22, 28, 29, 'N']",17,-116
"['G', 'B', 'F', 'A', 'D', 'E', 'C']",88,"['D', 'E', 'C', 'G', 26, 'G', 26, 32, 20, 14, 'E', 'C', 20, 14, 'E', 'C', 'E', 'D', 1, 'D', 'E', 'C', 'G', 'C', 20, 'H', 'J', 33, 33, 'H', 'F', 'H', 22, 'H', 20, 14, 20, 14, 'E', 'C', 20, 'H', 'F', 'H', 'J', 28, 29, 28, 29, 'N', 28, 29, 28, 'J', 'H', 'F', 'H', 'F', 'H', 'J', 'H', 22, 28, 34, 22, 23, 'O', 29, 28, 'J', 28, 29, 23, 'K', 'M', 'P', 6, 4, 'P', 'M', 12, 'K', 'M', 'P', 'M', 10, 'B', 'A']",-7,-60
['A'],4,"['D', 8, 2, 'A']",-31,0
"['A', 'C', 'B']",96,"['D', 8, 'B', 'F', 14, 20, 'C', 'E', 'C', 'E', 'C', 'G', 'I', 26, 'G', 'I', 'I', 26, 20, 14, 8, 'D', 'E', 14, 20, 'H', 'J', 'H', 'J', 28, 29, 28, 'J', 28, 29, 'N', 'Q', 'N', 23, 22, 'H', 'J', 28, 'J', 'H', 20, 'H', 20, 'C', 'E', 'D', 'E', 'D', 1, 'D', 'E', 'C', 20, 14, 'F', 14, 'E', 14, 20, 'H', 'F', 16, 'F', 14, 'F', 14, 20, 14, 8, 14, 20, 14, 8, 14, 'E', 14, 'E', 14, 20, 26, 20, 14, 'E', 14, 8, 14, 'F', 14, 8, 2, 'A']",-23,-84
"['D', 'H', 'F', 'B', 'A', 'G', 'C', 'E']",24,"['D', 'E', 'D', 1, 2, 'A', 'B', 'F', 'H', 'F', 14, 20, 'H', 'J', 'H', 'F', 'H', 20, 'H', 'F', 14, 20, 'C', 'G']",-3,8
['A'],2,"[2, 'A']",-31,2
"['C', 'D', 'A', 'B']",11,"['D', 'E', 'C', 'E', 'C', 'E', 'D', 1, 2, 'A', 'B']",-19,5
"['B', 'J', 'K', 'I', 'E', 'A', 'D', 'G', 'M', 'C', 'F', 'H', 'N']",452,"['D', 'E', 'D', 1, 'D', 1, 2, 'A', 'B', 'F', 'H', 'F', 16, 'F', 'H', 'F', 14, 'E', 'C', 'E', 'D', 1, 'D', 'E', 'D', 'E', 'D', 8, 'D', 1, 2, 8, 'B', 10, 'B', 10, 'M', 'K', 18, 18, 23, 'K', 16, 'F', 'H', 'J', 33, 26, 'G', 'C', 'G', 'C', 20, 26, 32, 'J', 'H', 20, 14, 8, 14, 'E', 'D', 'E', 14, 'E', 'D', 1, 2, 8, 'B', 'A', 4, 10, 'M', 'K', 23, 29, 'Q', 'N', 28, 'J', 28, 34, 22, 28, 34, 29, 23, 'K', 'M', 12, 'P', 4, 'A', 'B', 10, 'M', 10, 4, 10, 'B', 'A', 2, 1, 2, 'A', 2, 'A', 4, 'A', 2, 1, 'D', 'E', 'D', 1, 2, 'A', 2, 'A', 2, 8, 'B', 'A', 4, 10, 'B', 'F', 'B', 8, 'B', 8, 2, 1, 'D', 'E', 14, 8, 2, 8, 2, 1, 2, 8, 'B', 10, 'M', 12, 12, 'K', 18, 23, 'K', 23, 29, 28, 'J', 28, 29, 'N', 'Q', 'N', 23, 'K', 'M', 10, 4, 10, 'M', 12, 'P', 6, 6, 6, 6, 'M', 'K', 23, 22, 16, 'F', 'B', 10, 4, 'A', 4, 'A', 'B', 'F', 14, 'F', 14, 8, 2, 1, 'D', 8, 'B', 10, 'B', 10, 16, 22, 16, 'F', 16, 'F', 'B', 8, 'D', 'E', 14, 'E', 'D', 1, 2, 1, 'D', 1, 2, 8, 14, 'E', 14, 'E', 'C', 20, 'C', 'E', 'D', 8, 2, 1, 2, 1, 'D', 'E', 'D', 1, 2, 1, 'D', 8, 14, 'E', 14, 'F', 16, 'F', 14, 'E', 'D', 1, 2, 'A', 4, 10, 16, 22, 23, 22, 23, 'O', 29, 28, 34, 34, 29, 'Q', 28, 'J', 'H', 'J', 26, 20, 'C', 20, 14, 'E', 14, 'E', 14, 'E', 14, 'F', 16, 'K', 18, 23, 29, 23, 'O', 29, 'Q', 23, 'O', 29, 23, 'K', 18, 'M', 'P', 'M', 'P', 'M', 'P', 'M', 12, 10, 'M', 12, 12, 10, 'B', 8, 2, 'A', 2, 8, 2, 'A', 2, 1, 'D', 1, 'D', 1, 'D', 8, 'B', 10, 'M', 'K', 16, 10, 4, 'P', 6, 4, 10, 'B', 10, 'M', 10, 4, 'A', 2, 8, 'D', 8, 'D', 8, 2, 1, 2, 'A', 2, 1, 'D', 'E', 'C', 'G', 'C', 20, 'H', 22, 28, 34, 29, 'Q', 'Q', 'Q', 23, 'O', 22, 23, 'O', 29, 'Q', 28, 22, 'H', 22, 'H', 'J', 26, 20, 'H', 22, 23, 'K', 'M', 'K', 18, 18, 16, 'F', 14, 'F', 16, 'F', 'H', 22, 'H', 'J', 28, 'J', 26, 20, 14, 'E', 'C', 20, 'H', 20, 26, 'J', 33, 28, 29, 'N', 28, 34, 29, 23, 'K', 16, 'F', 16, 22, 23, 'K', 'M', 10, 'M', 'P', 6, 'M', 10, 'M', 'P', 6, 'M', 'K', 16, 'F', 'H', 20, 26, 'G', 'I']",17,-400
['A'],2,"[2, 'A']",-31,2
"['H', 'K', 'D', 'J', 'I', 'M', 'B', 'F', 'G', 'A', 'E', 'C']",101,"['D', 'E', 'D', 8, 'D', 8, 'D', 1, 'D', 'E', 'D', 'E', 'D', 1, 2, 'A', 'B', 'F', 'H', 'J', 'H', 'J', 'H', 20, 'C', 'E', 'C', 'G', 'I', 'C', 'G', 26, 'J', 'H', 20, 'H', 'F', 'B', 'F', 16, 'F', 'B', 'F', 'B', 8, 'B', 8, 2, 'A', 2, 8, 2, 'A', 4, 10, 'M', 'P', 4, 'A', 'B', 'A', 4, 'A', 2, 1, 'D', 1, 2, 'A', 'B', 10, 16, 'F', 'H', 'J', 33, 33, 26, 32, 32, 20, 14, 'F', 16, 'F', 'H', 20, 14, 'E', 14, 'F', 'H', 20, 'C', 'G', 'C', 20, 'H', 22, 23, 'K']",13,-53
"['B', 'G', 'F', 'A', 'C', 'E', 'D', 'H']",42,"['D', 'E', 'C', 'E', 14, 'E', 'C', 'G', 'I', 'I', 26, 'G', 'I', 'C', 'E', 14, 'F', 'H', 20, 26, 'J', 28, 22, 28, 22, 'H', 20, 14, 8, 'D', 'E', 14, 'E', 14, 'E', 14, 'E', 'D', 1, 2, 'A', 'B']",-3,-10
['A'],2,"[2, 'A']",-31,2
"['J', 'O', 'C', 'B', 'K', 'F', 'A', 'G', 'H', 'N', 'D', 'E', 'M', 'I']",196,"['D', 'E', 'C', 'E', 'D', 1, 'D', 'E', 'D', 8, 'B', 'A', 4, 'P', 'M', 'K', 16, 'F', 'B', 'A', 'B', 'A', 4, 10, 16, 'F', 'H', 'J', 28, 'J', 33, 33, 33, 33, 28, 'J', 28, 34, 'J', 26, 'J', 33, 33, 33, 26, 'J', 26, 'G', 'C', 20, 14, 8, 14, 'F', 14, 'F', 14, 'E', 'D', 1, 2, 8, 'B', 10, 'B', 'A', 4, 10, 4, 'P', 'M', 'P', 'M', 12, 'K', 16, 'K', 'M', 'P', 'M', 10, 'B', 10, 'B', 'F', 'H', 20, 'C', 'E', 14, 20, 26, 'J', 26, 'G', 'I', 26, 'G', 'I', 'C', 20, 'C', 'E', 14, 'E', 14, 20, 26, 'J', 33, 28, 22, 23, 'K', 16, 'K', 23, 'K', 18, 'M', 'P', 'M', 10, 'M', 10, 'B', 'A', 2, 1, 'D', 8, 2, 1, 'D', 8, 2, 8, 14, 8, 2, 'A', 4, 'A', 4, 'P', 4, 10, 4, 'A', 'B', 8, 14, 'E', 'D', 1, 2, 1, 2, 8, 14, 20, 14, 'F', 14, 'E', 'C', 20, 26, 20, 'H', 'F', 16, 'F', 'H', 22, 23, 'O', 'K', 16, 22, 'H', 22, 'H', 'J', 33, 28, 22, 28, 22, 23, 'O', 'O', 'O', 'O', 29, 'N']",21,-140
"['I', 'B', 'E', 'K', 'A', 'N', 'G', 'F', 'D', 'H', 'C', 'J', 'M']",110,"['D', 'E', 'D', 1, 'D', 1, 'D', 1, 2, 'A', 'B', 'A', 2, 'A', 4, 'P', 'M', 'P', 'M', 'K', 'M', 10, 'B', 'A', 2, 1, 'D', 8, 'D', 'E', 'C', 'G', 'C', 20, 'H', 'J', 33, 'H', 'F', 'B', 'F', 16, 'F', 'H', 22, 23, 'O', 22, 28, 29, 'Q', 'Q', 'N', 23, 29, 23, 29, 'N', 'N', 'N', 'Q', 28, 'J', 26, 20, 26, 32, 20, 14, 8, 'B', 8, 14, 'E', 'D', 1, 2, 'A', 4, 'A', 2, 'A', 2, 1, 2, 1, 2, 1, 2, 8, 'D', 8, 'B', 'F', 'H', 22, 'H', 22, 'H', 'J', 'H', 'J', 26, 32, 32, 'J', 26, 32, 'G', 'I']",17,-58
"['B', 'G', 'E', 'F', 'D', 'A', 'C']",33,"['D', 'E', 'D', 'E', 'C', 'G', 26, 20, 'H', 'J', 'H', 'J', 28, 22, 'H', 'J', 33, 33, 28, 'J', 'H', 'F', 'H', 20, 'H', 22, 23, 'O', 22, 16, 10, 'B', 'A']",-7,-5
"['B', 'D', 'E', 'A', 'F', 'C']",156,"['D', 'E', 'C', 'G', 'I', 26, 32, 32, 20, 'C', 'E', 14, 'F', 'H', 22, 16, 10, 'B', 'F', 'H', 20, 26, 20, 14, 'F', 14, 'F', 14, 'E', 14, 'E', 14, 'E', 'C', 'E', 'D', 'E', 14, 'F', 'B', 'F', 'B', 'F', 'H', 22, 28, 'J', 26, 'J', 'H', 'J', 33, 28, 'J', 28, 29, 28, 22, 23, 'K', 'M', 'P', 6, 'M', 10, 'M', 10, 'M', 'K', 'M', 'K', 23, 29, 'N', 28, 'J', 28, 34, 34, 'J', 33, 26, 'G', 'I', 26, 'G', 'I', 'C', 20, 26, 'J', 26, 'J', 26, 'G', 'C', 'E', 'D', 'E', 'D', 'E', 'D', 1, 'D', 'E', 'C', 20, 'H', 'J', 26, 32, 'J', 26, 'G', 'I', 'C', 'E', 'D', 8, 'B', 'F', 'B', 'F', 16, 'K', 18, 18, 'M', 'K', 'M', 12, 'K', 'M', 'P', 'M', 12, 12, 12, 'P', 6, 6, 'M', 'K', 23, 'O', 'K', 16, 'F', 14, 'E', 'C', 'E', 'D', 8, 2, 'A']",-11,-132
"['A', 'B']",3,"[2, 'A', 'B']",-27,5
"['G', 'C', 'E', 'F', 'A', 'D', 'B']",93,"['D', 'E', 'D', 'E', 'D', 8, 'D', 8, 'D', 8, 'D', 8, 'D', 1, 'D', 'E', 'C', 'G', 'C', 'E', 'C', 20, 26, 'G', 26, 'J', 28, 29, 'Q', 28, 29, 28, 'J', 26, 'G', 'I', 26, 'G', 'I', 'I', 'I', 'C', 20, 26, 'G', 'C', 'G', 'I', 26, 'G', 'I', 'I', 26, 20, 'C', 20, 'C', 'E', 14, 'E', 'D', 'E', 'D', 1, 2, 'A', 'B', 'A', 4, 10, 4, 'P', 'M', 'K', 18, 'M', 'P', 4, 'P', 4, 10, 'B', 'A', 2, 1, 2, 'A', 2, 8, 'B', 'A', 'B', 'F']",-7,-65
