Customer Order,Path Size,Nodes Visited,Brute Force Score,Our Score
"['A', 'B']",16,"[2, 'A', 9, 'D', 2, 1, 2, 'D', 2, 'A', 7, 'A', 9, 'D', 9, 'B']",43,-8
"['E', 'B', 'D', 'A', 'C']",16,"[7, 'A', 14, 'E', 19, 'C', 26, 'C', 21, 'F', 21, 'B', 9, 'A', 2, 'D']",55,4
"['A', 'C', 'B']",16,"[7, 'E', 7, 'A', 7, 'A', 14, 'E', 7, 'E', 19, 'C', 19, 'C', 14, 'B']",47,-4
"['B', 'A']",16,"[2, 'D', 2, 'A', 7, 'E', 14, 'A', 9, 'A', 7, 'E', 7, 'E', 14, 'B']",43,-8
"['A', 'D', 'C', 'B']",16,"[2, 'A', 9, 'D', 2, 'A', 2, 'D', 4, 10, 9, 'B', 9, 'B', 21, 'C']",51,0
"['B', 'A']",16,"[7, 'E', 14, 'A', 2, 'D', 2, 1, 2, 1, 7, 'E', 19, 'E', 14, 'B']",43,-8
"['A', 'B']",16,"[2, 'D', 4, 'D', 2, 'A', 2, 'D', 4, 10, 'G', 12, 12, 10, 16, 'B']",43,-8
"['C', 'A', 'B']",18,"[2, 'D', 9, 'D', 9, 'A', 2, 'D', 9, 'A', 2, 'A', 7, 'E', 19, 'C', 21, 'B']",47,-6
"['C', 'D', 'A', 'B']",18,"[7, 'A', 7, 1, 7, 'E', 19, 'E', 14, 'A', 2, 'D', 4, 10, 9, 'B', 14, 'C']",51,-2
"['E', 'C', 'D', 'A', 'B']",18,"[7, 'A', 2, 'A', 2, 'D', 9, 'A', 2, 'A', 7, 'A', 14, 'E', 14, 'B', 21, 'C']",55,2
"['D', 'A', 'C', 'B']",18,"[2, 'D', 4, 10, 9, 'B', 9, 'A', 7, 'A', 2, 'D', 2, 'A', 7, 'E', 19, 'C']",51,-2
"['C', 'B', 'A']",18,"[2, 'D', 4, 10, 16, 'B', 16, 22, 16, 22, 28, 'F', 26, 'C', 14, 'E', 14, 'A']",47,-6
"['C', 'A', 'E', 'D', 'B']",18,"[7, 'A', 9, 'B', 14, 'C', 14, 'C', 21, 'C', 26, 25, 19, 'E', 14, 'A', 2, 'D']",55,2
"['D', 'A', 'C', 'B']",18,"[7, 'E', 19, 'E', 14, 'C', 19, 'C', 14, 'A', 9, 'D', 4, 5, 4, 'D', 9, 'B']",51,-2
"['A', 'B']",18,"[7, 'E', 14, 'B', 16, 22, 21, 'B', 14, 'B', 21, 'C', 19, 'C', 14, 'C', 14, 'A']",43,-10
"['A', 'C', 'B']",18,"[2, 'A', 14, 'B', 9, 10, 'G', 'I', 16, 10, 9, 'D', 4, 10, 9, 'A', 14, 'C']",47,-6
"['D', 'B', 'C', 'A']",18,"[2, 'D', 4, 10, 9, 'B', 14, 'B', 16, 22, 16, 22, 23, 22, 21, 'C', 14, 'A']",51,-2
"['C', 'A', 'B', 'D']",18,"[7, 'E', 14, 'B', 21, 'F', 26, 'F', 21, 'B', 14, 'B', 14, 'C', 14, 'A', 2, 'D']",51,-2
"['C', 'E', 'D', 'B', 'A', 'F']",18,"[7, 'A', 2, 'D', 9, 'A', 9, 'B', 21, 'F', 33, 33, 33, 33, 26, 'C', 14, 'E']",59,6
"['B', 'C', 'A']",18,"[2, 'D', 9, 'A', 2, 'A', 7, 'E', 7, 'E', 19, 'C', 19, 25, 26, 'C', 21, 'B']",47,-6
"['A', 'C', 'B']",18,"[2, 'A', 7, 'E', 7, 'E', 19, 'C', 14, 'A', 2, 'A', 14, 'A', 7, 'A', 9, 'B']",47,-6
"['A', 'B']",18,"[7, 'A', 9, 'D', 2, 'D', 4, 5, 4, 'D', 4, 5, 'G', 12, 12, 'I', 16, 'B']",43,-10
"['B', 'A']",18,"[7, 'E', 19, 25, 26, 25, 19, 25, 19, 25, 19, 'E', 14, 'E', 14, 'A', 9, 'B']",43,-10
"['A', 'B', 'C']",18,"[2, 'A', 7, 'E', 14, 'E', 7, 'E', 19, 'E', 7, 'E', 14, 'E', 14, 'B', 21, 'C']",47,-6
"['B', 'F', 'C', 'D', 'E', 'A']",18,"[7, 'A', 9, 'B', 9, 'D', 2, 'D', 9, 'A', 14, 'A', 7, 'E', 14, 'C', 26, 'F']",59,6
"['B', 'C', 'A']",19,"[7, 'A', 2, 'D', 4, 'D', 9, 'A', 2, 'A', 14, 'C', 21, 'F', 33, 21, 'C', 21, 'B']",47,-7
['A'],19,"[2, 'D', 9, 'B', 21, 'C', 21, 'C', 21, 22, 28, 'F', 33, 26, 'C', 19, 'E', 14, 'A']",39,-15
"['A', 'B', 'E', 'D', 'C']",20,"[2, 'D', 4, 10, 9, 'B', 14, 'B', 16, 10, 9, 'A', 9, 'D', 9, 'B', 21, 'C', 14, 'E']",55,0
"['A', 'B', 'C']",20,"[7, 'E', 14, 'A', 9, 'B', 21, 'B', 9, 'A', 2, 1, 7, 'E', 19, 'E', 7, 'A', 14, 'C']",47,-8
"['A', 'C', 'B']",20,"[2, 'D', 2, 'A', 14, 'E', 14, 'B', 9, 'D', 4, 'D', 4, 10, 16, 22, 16, 22, 21, 'C']",47,-8
"['D', 'C', 'F', 'B', 'E', 'A']",20,"[7, 'E', 7, 'A', 7, 'A', 2, 'A', 7, 'A', 2, 'D', 9, 'B', 16, 22, 28, 'F', 21, 'C']",59,4
"['A', 'E', 'B', 'D', 'C']",20,"[7, 'A', 9, 'D', 9, 'B', 16, 22, 21, 'C', 21, 'C', 21, 22, 28, 'F', 21, 'C', 19, 'E']",55,0
"['A', 'B']",20,"[2, 'A', 14, 'A', 2, 'D', 9, 'A', 7, 'A', 2, 'D', 4, 5, 6, 6, 4, 10, 9, 'B']",43,-12
"['B', 'A', 'C', 'D']",20,"[2, 'D', 9, 'B', 14, 'A', 2, 'D', 9, 'B', 16, 'I', 16, 10, 9, 'A', 7, 'E', 19, 'C']",51,-4
"['C', 'A', 'B', 'D']",20,"[7, 'A', 9, 'D', 9, 'B', 14, 'B', 9, 'D', 9, 'A', 9, 'A', 2, 'A', 14, 'E', 19, 'C']",51,-4
"['A', 'B']",20,"[2, 'D', 4, 'D', 4, 'D', 9, 'A', 7, 'A', 7, 'E', 14, 'A', 14, 'A', 9, 'A', 14, 'B']",43,-12
"['B', 'A']",20,"[2, 'D', 2, 'A', 7, 1, 7, 'E', 7, 'E', 19, 'C', 14, 'E', 19, 25, 26, 'F', 21, 'B']",43,-12
